transaction_amount,transaction_type,account_age_days,previous_failed_transactions,transaction_hour,location_risk_score,device_risk_score,is_international,average_daily_transaction_amount,fraud
1828.56,purchase,731,1,16,47.29,38.53,0,298.18,0
44.82,payment,1541,1,14,25.88,15.6,0,224.92,0
352.49,purchase,1002,0,2,40.26,33.06,0,147.57,0
982.12,purchase,650,0,2,19.72,46.49,0,334.98,0
151.08,purchase,1425,1,14,7.37,62.4,0,119.84,0
200.25,payment,950,0,14,32.65,56.03,0,150.73,0
409.61,payment,369,1,15,38.68,3.63,0,233.69,0
446.26,transfer,669,0,18,66.94,54.7,0,222.9,0
1024.16,withdrawal,951,1,9,6.76,66.45,1,351.23,0
625.46,purchase,413,0,7,31.66,28.28,0,392.17,0
15000.0,transfer,1095,0,22,13.26,16.69,0,602.66,1
328.82,purchase,1183,0,16,22.88,14.59,0,110.64,0
682.9,payment,1484,0,12,32.96,50.26,0,317.21,0
1672.28,transfer,1045,1,13,39.11,45.09,0,311.39,0
118.47,payment,687,0,18,15.83,29.76,0,293.96,0
192.54,purchase,376,0,7,40.71,9.89,0,334.92,0
531.64,payment,367,2,10,34.84,67.53,0,366.67,0
843.58,payment,871,1,1,37.65,13.24,0,466.54,0
579.31,purchase,871,0,19,16.81,61.96,0,297.97,0
1655.21,transfer,405,0,12,18.51,5.72,0,530.12,1
441.42,payment,1083,1,21,30.58,77.22,0,298.95,0
184.42,payment,764,0,7,26.31,21.47,0,208.83,0
3958.3,transfer,576,3,9,28.08,47.09,1,286.82,1
195.62,payment,499,1,1,40.45,17.74,0,171.44,0
303.36,payment,1794,0,23,20.92,14.15,0,175.66,0
276.88,withdrawal,345,1,8,37.22,57.12,0,242.81,0
859.31,payment,2019,1,3,45.87,39.43,0,227.06,0
653.3,withdrawal,594,0,14,31.31,21.58,0,460.66,0
462.04,transfer,2108,0,20,20.41,33.08,0,241.41,0
634.52,payment,386,1,2,25.61,47.52,0,159.8,0
3317.72,payment,1129,1,12,52.24,53.97,1,262.88,1
912.94,payment,1634,1,11,58.4,56.97,0,297.61,0
601.5,payment,1651,1,3,30.44,48.01,0,275.71,0
157.05,payment,1126,0,6,20.62,27.01,0,156.0,0
1436.89,purchase,1052,0,15,59.03,28.39,1,483.23,1
232.49,purchase,437,0,23,30.58,14.25,1,104.42,0
438.77,transfer,1429,1,3,59.21,47.96,0,273.79,0
293.66,withdrawal,1560,1,15,25.08,35.48,0,153.52,0
709.08,withdrawal,961,2,21,51.49,20.09,0,408.63,0
950.13,purchase,1034,0,18,24.4,42.59,0,317.84,0
414.07,payment,2831,1,19,38.11,41.65,0,297.6,0
488.77,payment,460,0,21,35.26,12.58,0,232.98,0
975.4,payment,1142,1,15,62.19,38.25,0,464.09,0
752.97,payment,1413,1,0,68.26,88.73,0,232.71,0
786.99,payment,362,0,5,46.65,16.77,0,551.51,0
203.43,purchase,382,1,9,13.52,20.5,0,173.25,0
457.05,purchase,649,2,23,70.84,40.77,0,263.7,0
603.62,payment,676,0,5,21.19,16.93,0,362.18,0
614.64,transfer,626,0,20,38.38,41.95,1,327.71,0
1030.38,transfer,688,0,15,25.44,20.91,0,254.28,0
223.88,transfer,698,2,17,32.33,22.36,0,111.56,0
1440.85,withdrawal,954,0,2,29.25,30.73,1,282.28,0
168.94,payment,585,0,8,32.94,49.14,0,219.87,0
626.18,purchase,823,0,11,38.41,37.44,1,195.85,0
705.74,deposit,931,0,11,44.26,67.66,0,371.8,0
194.3,withdrawal,767,1,21,53.28,28.01,1,99.84,0
661.03,withdrawal,1140,1,8,20.7,55.29,0,258.56,0
123.1,transfer,1746,3,20,77.69,65.7,0,61.31,0
1216.73,transfer,451,0,20,46.15,43.87,0,328.85,0
227.01,payment,561,0,15,21.57,42.73,0,373.56,0
530.15,withdrawal,1325,0,7,45.27,34.99,0,280.47,0
1572.95,payment,1073,2,2,13.6,24.04,1,210.23,0
3442.24,purchase,1374,0,5,44.19,14.62,0,461.01,0
2049.07,transfer,1284,0,14,64.62,49.66,1,475.09,0
1028.5,transfer,685,1,5,16.14,58.64,0,304.61,0
373.0,payment,1809,0,21,29.84,35.23,0,507.36,0
126.84,deposit,1830,0,9,49.71,50.69,0,173.08,0
633.51,payment,570,1,6,12.56,18.98,0,247.02,0
62.09,payment,1693,1,14,17.96,46.07,0,76.1,0
894.49,payment,1777,2,3,30.58,35.2,1,148.27,0
731.48,withdrawal,2077,0,19,9.08,38.27,1,141.92,0
191.67,deposit,1297,0,13,49.59,26.16,0,327.94,0
528.42,payment,799,0,22,18.72,17.83,0,153.3,0
217.96,purchase,662,0,20,33.63,34.8,0,96.53,0
473.46,payment,799,0,1,12.3,31.21,0,188.7,0
320.11,withdrawal,485,1,21,37.67,28.35,0,200.06,0
347.82,payment,1152,3,1,21.67,29.88,0,134.21,0
407.93,transfer,868,0,19,73.9,79.05,0,270.7,0
617.08,withdrawal,439,0,8,19.22,29.35,0,293.38,0
290.23,transfer,670,0,8,47.81,58.44,0,118.05,0
544.14,payment,1628,1,19,25.39,32.33,0,350.75,0
167.43,purchase,1162,0,6,46.93,3.21,1,167.34,0
260.04,deposit,632,1,21,47.55,20.93,0,198.58,0
2862.73,transfer,2051,2,0,17.06,61.11,0,318.98,0
415.94,withdrawal,1089,1,4,26.65,20.23,0,199.42,0
320.83,purchase,513,0,8,17.54,66.56,1,149.39,0
583.36,payment,801,1,6,21.55,56.81,0,263.48,1
274.46,purchase,423,3,20,31.6,27.52,0,410.8,0
143.31,payment,1807,0,21,36.31,30.91,0,388.24,0
288.85,purchase,1395,0,10,47.91,23.98,0,190.58,0
512.83,payment,645,0,13,62.7,58.01,1,161.54,0
497.32,payment,320,0,8,31.6,27.25,1,177.6,0
720.18,transfer,1385,0,9,2.88,7.37,0,390.12,0
529.14,transfer,1072,1,8,27.38,23.03,0,176.2,0
1727.05,purchase,1678,0,5,71.08,24.93,0,495.95,0
1084.5,deposit,260,1,16,12.72,55.56,1,317.14,0
3724.8,payment,1321,0,2,42.62,27.33,0,249.73,0
226.67,payment,914,0,6,22.11,59.74,0,189.11,0
1075.87,transfer,2457,0,2,54.41,20.74,0,265.13,0
355.04,transfer,492,0,10,48.46,29.29,1,148.93,0
248.58,transfer,1455,0,16,37.65,49.61,0,119.96,0
500.77,purchase,1337,0,12,63.3,47.38,0,318.52,0
650.32,purchase,435,0,17,20.37,45.88,1,249.22,0
574.63,payment,818,0,13,42.81,44.02,0,356.54,0
679.08,transfer,1250,1,8,8.6,54.94,0,289.05,0
406.97,withdrawal,647,0,21,22.52,61.65,0,187.66,0
615.21,transfer,657,2,14,5.27,32.23,0,388.04,0
309.31,payment,1537,0,0,35.51,63.83,0,198.17,0
3587.62,transfer,2186,0,3,24.67,47.61,0,437.02,0
455.55,transfer,1473,0,16,73.73,66.59,0,195.26,0
766.86,payment,454,0,0,53.45,63.85,0,129.82,0
2998.37,purchase,174,2,4,52.75,50.76,1,472.56,1
220.25,payment,529,2,2,28.44,29.92,0,192.13,0
312.64,withdrawal,1315,1,19,50.22,30.68,0,198.53,0
202.56,transfer,1391,0,2,44.81,27.99,0,132.64,0
331.44,purchase,779,1,4,70.7,26.83,0,239.84,0
322.84,payment,525,2,23,35.11,57.08,0,140.96,0
501.14,payment,815,0,2,28.86,22.84,0,460.01,0
603.78,payment,358,1,5,52.52,36.45,0,212.53,0
490.16,transfer,119,1,19,16.24,52.54,1,163.03,0
1068.21,payment,1107,1,3,40.98,33.34,0,259.13,0
905.67,purchase,1047,0,5,64.7,37.02,1,636.98,0
403.24,payment,507,0,19,37.24,7.82,0,264.54,0
1082.24,payment,1486,0,0,46.06,51.52,1,226.23,0
411.68,transfer,973,1,8,25.83,63.69,0,256.32,0
1182.15,purchase,618,1,6,23.1,38.25,1,364.66,0
1313.24,purchase,1129,0,4,59.9,50.77,0,349.77,0
95.73,purchase,2426,0,9,22.46,24.45,0,285.13,0
2421.07,withdrawal,371,0,5,30.56,27.43,0,395.25,0
824.87,purchase,2514,1,18,25.96,28.36,0,262.93,0
317.42,withdrawal,968,0,3,35.19,29.38,0,234.98,0
1035.25,payment,1258,1,9,42.52,37.98,0,260.3,0
1569.5,withdrawal,1305,1,1,83.27,39.25,0,195.83,1
538.6,purchase,628,0,2,28.72,46.28,0,368.16,0
415.02,payment,770,0,16,35.43,33.88,1,191.42,0
119.34,withdrawal,1762,0,10,48.64,26.25,0,90.1,0
536.19,transfer,1917,1,10,26.22,13.57,1,119.59,0
1696.13,transfer,869,0,6,46.91,23.49,0,298.2,0
723.63,payment,2228,1,3,55.93,6.56,0,176.7,0
536.82,withdrawal,916,1,21,31.91,35.95,0,353.48,0
1071.56,purchase,1415,1,19,47.14,19.14,1,250.29,0
291.03,payment,655,1,11,77.24,44.74,0,366.92,0
1277.49,transfer,1369,0,0,43.71,40.58,0,94.53,0
237.62,payment,834,0,21,31.25,30.03,0,190.72,0
192.43,payment,2763,1,10,21.52,31.12,0,160.49,0
1665.02,deposit,1162,1,4,7.7,12.61,0,694.8,0
823.44,transfer,2104,0,3,55.84,31.92,0,205.82,0
385.15,transfer,1062,0,23,32.24,23.23,0,118.7,0
996.33,payment,976,1,0,22.47,33.5,0,295.67,0
174.44,deposit,1049,1,8,70.61,73.59,0,153.86,0
319.06,payment,2358,1,13,51.6,40.36,0,384.09,0
1429.62,purchase,752,2,7,13.16,35.89,1,412.98,0
121.52,payment,2707,0,3,64.18,26.71,0,161.25,0
403.57,payment,1525,2,15,40.5,36.39,0,525.51,0
970.87,withdrawal,2299,1,1,58.36,59.6,0,179.16,0
638.15,payment,527,0,23,23.28,68.43,0,283.25,0
1324.81,withdrawal,1399,2,11,25.6,31.14,0,389.21,0
793.72,payment,1798,0,17,16.32,47.54,0,298.09,0
487.45,purchase,1822,0,20,8.74,65.59,0,205.97,0
568.1,purchase,1398,3,18,18.75,35.1,1,130.22,0
627.64,purchase,801,0,11,49.88,22.82,0,516.31,0
992.76,payment,774,1,1,40.35,27.44,0,301.34,0
1439.51,purchase,750,0,1,67.73,24.66,0,566.18,0
582.16,deposit,1128,0,8,36.57,20.42,0,320.87,0
556.16,payment,1040,1,7,17.51,46.7,0,532.09,0
393.08,payment,818,1,21,39.51,18.13,0,171.42,0
431.28,purchase,886,1,10,29.57,21.04,1,177.51,0
1055.51,payment,983,0,23,19.57,40.79,0,230.8,0
475.89,withdrawal,290,1,6,32.79,26.08,0,164.92,0
223.34,purchase,839,0,23,32.95,11.12,0,109.33,0
608.92,payment,723,1,8,13.81,29.23,0,186.38,0
6321.95,withdrawal,514,1,23,47.85,40.31,1,318.82,1
109.93,withdrawal,532,1,12,63.61,57.16,0,137.99,0
132.52,payment,832,0,0,29.33,65.16,0,145.62,0
435.24,purchase,1153,0,22,50.25,67.4,0,192.04,0
567.52,payment,1187,3,4,38.01,48.3,0,156.13,1
802.98,transfer,1267,1,19,28.81,31.62,0,197.2,0
275.23,purchase,1188,0,19,31.13,39.99,0,238.77,0
615.99,payment,765,0,4,27.46,10.69,1,142.65,0
308.78,purchase,531,1,13,41.85,23.37,0,194.14,0
1018.36,payment,599,2,18,74.47,66.75,0,248.73,0
889.93,transfer,928,2,22,20.58,38.23,0,168.08,0
150.72,payment,1047,1,9,22.25,21.74,0,130.19,0
175.91,withdrawal,1452,1,9,35.01,43.59,0,174.03,0
141.92,purchase,1829,1,19,26.3,36.52,0,211.43,0
56.07,purchase,791,0,11,23.68,7.45,0,106.41,0
465.35,deposit,1065,0,14,30.95,42.02,0,321.02,0
1016.14,withdrawal,1295,2,2,59.33,41.34,0,216.74,0
290.3,purchase,985,0,16,21.0,10.31,0,174.49,0
413.52,transfer,608,1,8,23.3,40.85,0,115.04,0
504.68,purchase,663,2,8,45.36,53.16,0,302.63,0
612.85,withdrawal,1507,0,21,5.14,23.49,1,414.85,0
180.2,purchase,819,2,17,16.13,50.25,0,190.03,0
733.74,payment,860,1,13,11.43,21.1,0,543.38,1
425.57,transfer,278,1,13,18.86,39.49,0,243.39,0
147.6,purchase,1690,0,20,52.5,70.05,0,247.49,0
347.79,payment,1314,0,14,44.66,18.91,0,361.0,0
1888.09,payment,446,1,5,50.51,41.04,0,309.77,0
173.35,deposit,1237,0,13,44.48,31.71,0,137.53,0
889.27,transfer,1278,0,15,7.32,17.6,1,186.69,0
895.09,payment,2092,1,1,71.67,9.08,0,388.67,0
823.3,transfer,633,1,3,66.13,20.68,0,312.59,0
2547.49,transfer,1203,1,11,20.43,8.7,1,545.66,0
1739.84,withdrawal,735,1,13,55.44,50.9,1,291.08,1
281.47,deposit,717,0,1,20.36,32.52,0,317.39,0
286.0,deposit,1906,0,10,46.2,7.27,0,173.76,0
1147.73,withdrawal,1513,0,4,35.44,25.31,0,411.96,0
179.21,withdrawal,450,1,16,57.54,34.29,0,75.59,0
459.58,payment,414,2,11,38.12,76.39,0,267.11,0
1017.52,purchase,1259,1,2,85.89,21.69,0,321.67,0
1718.49,payment,898,1,9,26.58,34.97,0,282.4,0
2184.66,payment,591,1,22,53.93,78.59,1,244.31,1
1687.5,deposit,1270,0,1,22.79,31.4,1,231.85,0
489.12,purchase,1194,1,9,30.38,40.28,0,248.94,0
373.67,payment,973,0,3,45.1,35.68,0,148.05,0
873.38,withdrawal,1019,1,21,25.88,70.19,0,281.75,1
462.54,transfer,616,0,11,26.87,45.74,0,174.69,0
276.49,payment,1189,1,15,44.75,48.99,0,190.11,0
380.83,payment,2252,2,23,47.29,81.02,0,139.96,1
2123.65,payment,497,0,1,70.95,39.76,0,765.74,1
606.94,transfer,1488,0,11,23.02,40.98,0,272.86,0
1062.96,transfer,551,0,1,34.99,22.69,0,125.9,0
612.22,transfer,1361,0,18,5.05,13.77,0,260.09,0
200.75,payment,886,1,14,59.04,30.49,0,409.89,0
729.45,deposit,159,0,10,46.32,11.71,0,280.34,0
1220.47,withdrawal,1378,2,6,15.98,36.88,1,241.37,0
1734.75,purchase,514,0,4,31.44,46.05,0,167.92,0
410.03,payment,182,0,21,53.46,26.71,0,280.55,0
2255.65,withdrawal,1039,1,0,38.79,11.79,0,344.17,0
1531.67,purchase,1439,0,3,41.9,14.12,0,345.85,0
1417.83,transfer,1058,1,9,36.12,45.69,1,268.69,0
808.27,payment,1308,0,9,49.74,17.53,0,268.31,0
1419.57,payment,769,0,22,28.14,60.08,0,440.28,0
642.5,payment,1324,1,7,13.82,49.15,0,419.47,0
653.29,transfer,1897,0,7,24.95,27.87,1,225.84,0
1699.11,payment,763,1,5,49.94,32.07,0,524.21,0
105.44,payment,1298,1,8,20.29,29.39,0,127.02,0
506.4,withdrawal,662,1,6,30.44,35.95,0,274.13,0
588.99,payment,1992,0,16,34.06,36.45,0,286.63,0
452.42,transfer,453,0,19,41.12,24.45,0,163.27,0
250.77,withdrawal,1163,1,17,67.32,22.83,0,113.84,0
365.47,payment,985,1,19,29.37,45.23,0,165.01,0
1880.0,payment,766,1,14,11.92,26.99,0,375.02,0
1241.48,payment,753,0,16,68.72,34.78,1,379.96,0
1784.43,payment,944,1,8,12.01,44.79,0,335.77,0
349.84,transfer,1857,2,23,50.34,66.37,0,176.15,0
419.46,payment,1093,1,22,28.6,76.6,0,382.1,0
2416.19,payment,346,2,1,51.97,54.67,1,181.97,0
380.4,deposit,410,0,8,73.49,48.41,0,281.7,0
155.3,purchase,1090,1,16,22.89,63.43,0,248.24,0
430.12,payment,1564,0,7,23.2,40.81,1,207.4,0
384.3,payment,626,1,12,27.41,44.28,0,328.35,0
1818.46,transfer,1060,0,20,74.67,19.72,1,357.67,1
218.85,purchase,1576,2,21,36.29,50.65,0,171.17,0
1678.19,purchase,1140,0,22,13.38,35.6,0,254.96,0
516.6,payment,1011,1,15,30.42,17.24,0,349.31,0
198.76,payment,822,0,22,25.33,80.12,0,57.86,0
591.95,transfer,887,0,15,13.69,48.1,0,298.62,0
803.88,purchase,1330,1,12,67.59,37.96,0,352.59,0
693.5,purchase,1409,0,4,55.23,61.61,0,304.68,0
697.85,payment,1396,0,20,5.6,30.35,0,311.26,0
323.22,withdrawal,675,1,6,29.77,21.49,1,240.05,0
1191.4,payment,218,1,4,28.8,15.17,0,341.77,0
245.61,withdrawal,776,0,18,14.75,41.67,1,135.62,0
124.63,purchase,1473,0,21,19.96,31.07,0,165.46,0
627.41,transfer,2056,2,23,5.15,57.58,0,308.85,0
293.67,payment,570,0,18,21.46,32.56,0,342.26,0
3193.98,withdrawal,1297,0,23,13.14,60.11,1,411.09,0
1246.12,transfer,698,0,9,23.65,11.25,0,488.87,0
961.97,purchase,1794,1,2,36.45,40.09,0,177.3,0
1320.79,transfer,1462,1,5,49.41,45.16,1,146.75,0
4333.93,purchase,1126,0,3,71.5,13.8,1,371.16,1
294.68,payment,1166,0,18,26.56,51.87,0,203.19,0
504.94,payment,1704,0,10,25.13,39.2,0,244.49,0
889.95,payment,363,1,10,60.69,41.86,1,354.38,1
621.08,payment,924,1,22,41.55,30.37,0,273.89,0
661.92,payment,530,0,23,42.81,15.04,1,336.95,0
441.78,withdrawal,1156,0,3,75.54,39.51,1,169.38,1
253.12,payment,1045,0,20,39.43,37.33,0,288.22,0
271.4,payment,1124,0,15,11.62,16.32,0,285.51,0
959.08,payment,489,0,18,71.74,36.37,0,407.85,0
7087.76,payment,1571,2,22,45.02,60.18,1,448.47,1
512.07,purchase,1363,1,8,36.89,39.94,0,201.1,0
33.31,deposit,765,2,19,71.3,27.02,0,155.13,0
406.17,payment,1413,1,17,35.74,46.0,0,345.86,0
126.38,purchase,270,0,15,21.39,41.01,0,108.45,0
737.17,purchase,538,1,18,11.11,55.75,1,356.72,0
137.9,deposit,941,0,18,24.13,10.72,0,369.12,0
749.18,transfer,830,0,9,20.71,41.83,0,193.68,0
508.63,payment,1753,0,22,43.78,15.12,0,64.93,0
1324.46,transfer,1319,0,2,59.01,54.94,0,386.63,0
8576.35,purchase,1929,0,4,21.9,23.93,1,462.61,1
25.05,purchase,446,0,17,16.27,28.13,0,71.1,0
501.83,transfer,826,3,11,14.16,29.62,0,448.42,0
593.66,payment,523,0,7,50.09,30.55,0,455.0,0
256.19,purchase,1128,0,12,18.56,49.21,0,130.62,0
855.95,purchase,447,1,3,59.16,52.81,0,258.43,0
1441.01,transfer,1056,0,0,38.91,32.98,1,284.69,0
1836.12,withdrawal,280,1,1,59.36,24.65,0,265.5,0
2439.38,transfer,654,0,21,25.63,63.0,1,338.52,1
249.23,transfer,1422,0,7,25.68,40.82,0,150.4,0
202.58,transfer,946,0,21,36.38,42.93,0,106.89,0
68.97,purchase,402,0,12,37.01,41.51,0,90.0,0
574.84,deposit,1529,2,7,40.55,30.78,0,390.32,0
270.91,transfer,1541,0,0,27.67,22.39,0,129.87,0
667.17,transfer,1385,0,2,25.4,58.31,0,264.71,0
2679.16,transfer,757,2,13,72.96,61.15,1,189.44,1
334.24,payment,1252,1,14,56.92,49.73,0,193.55,0
254.57,payment,1605,1,21,52.25,56.37,0,229.19,0
200.01,payment,900,2,4,26.26,38.09,0,197.54,0
247.73,transfer,920,0,14,47.89,11.31,0,107.02,0
593.99,payment,1007,0,2,58.85,17.02,0,229.27,0
647.4,transfer,1394,0,12,12.78,30.94,0,171.13,0
139.73,purchase,1077,0,4,32.17,23.9,0,167.05,0
1564.98,payment,1293,0,5,77.59,49.97,0,521.8,0
797.13,withdrawal,878,0,9,57.2,22.46,1,119.81,0
701.24,purchase,868,0,10,10.16,57.52,1,224.23,0
1467.87,withdrawal,1315,1,2,31.13,63.49,0,275.15,0
914.24,payment,707,0,14,68.12,12.72,0,522.07,0
856.43,transfer,574,0,9,36.77,55.48,1,142.67,1
1028.74,withdrawal,691,1,20,12.79,34.47,0,437.88,0
271.17,transfer,849,0,14,52.67,26.29,0,228.49,0
427.4,payment,975,0,21,23.92,59.8,0,232.4,0
5810.47,transfer,759,0,0,29.35,18.86,1,329.6,1
7476.83,transfer,801,1,10,26.27,25.75,1,468.78,1
202.19,payment,1152,0,20,52.13,19.84,1,196.82,0
925.58,withdrawal,651,0,4,18.23,46.35,0,284.49,0
1582.13,payment,1374,0,5,83.22,36.91,0,266.95,0
1081.75,transfer,610,0,16,56.45,50.65,0,261.1,0
1097.31,purchase,963,0,0,50.93,36.38,0,355.11,0
427.11,payment,934,1,22,20.99,40.61,0,176.88,0
551.27,withdrawal,1747,0,22,7.76,25.78,0,209.66,0
1008.84,transfer,885,1,22,9.09,61.16,0,108.56,1
712.67,payment,1464,0,18,3.8,66.38,1,317.93,0
1113.44,purchase,1316,3,23,74.35,55.59,1,255.6,1
1246.72,transfer,737,2,23,63.86,31.84,0,463.48,1
138.93,payment,1677,1,6,31.94,43.25,0,141.11,0
2714.29,purchase,754,1,3,50.03,47.79,0,551.8,1
918.64,purchase,834,1,20,25.7,63.12,0,341.92,0
48.87,withdrawal,1195,1,10,14.76,66.58,0,65.72,0
928.41,payment,796,2,1,54.53,20.43,0,335.24,0
334.1,payment,453,2,10,10.03,30.27,0,187.27,0
881.12,withdrawal,840,0,0,16.72,14.64,0,219.57,1
248.57,payment,834,1,13,37.5,30.05,0,202.66,0
1135.03,payment,591,1,16,34.17,79.96,0,425.74,0
433.1,purchase,958,2,1,23.86,26.26,0,99.89,0
1280.39,payment,968,1,2,30.62,48.17,1,234.52,0
172.11,payment,1155,1,21,73.17,43.81,0,243.68,0
245.51,payment,538,0,9,19.33,18.71,0,199.3,0
375.17,transfer,555,1,1,57.29,24.57,0,158.47,0
589.41,withdrawal,1394,1,0,85.73,38.8,0,73.21,0
202.23,purchase,603,2,9,26.8,69.47,0,236.31,0
7981.45,payment,1089,3,2,9.48,53.17,1,317.56,1
469.57,payment,869,0,3,40.43,34.25,0,255.74,0
775.07,transfer,670,2,5,22.3,40.55,0,158.56,0
645.92,transfer,1737,0,16,70.82,12.34,0,244.84,0
1759.84,transfer,975,0,13,57.97,58.37,1,466.01,1
204.38,deposit,719,2,18,79.32,31.93,0,180.6,0
756.21,transfer,408,0,7,53.23,45.7,0,272.8,0
4220.13,transfer,1275,1,1,44.42,55.1,0,290.33,0
160.8,deposit,600,1,13,35.18,27.51,0,124.36,0
630.99,payment,1668,0,23,26.74,21.76,0,214.79,0
487.15,deposit,925,0,15,63.01,17.27,0,215.97,0
1901.57,transfer,2718,0,5,23.38,76.2,0,251.14,0
5464.81,transfer,833,1,0,64.78,49.04,0,419.3,1
171.74,deposit,588,3,1,67.73,33.33,0,138.58,0
496.31,transfer,984,0,20,55.45,50.38,0,431.08,0
2472.99,transfer,705,0,6,41.92,11.45,1,328.33,1
1847.0,payment,304,1,1,27.07,46.79,0,558.81,1
115.22,withdrawal,1421,2,8,47.11,23.06,0,85.15,0
55.93,withdrawal,1101,0,20,12.45,29.54,0,61.87,0
812.05,payment,643,2,10,44.86,26.98,0,696.46,0
678.92,purchase,535,1,23,20.28,9.52,0,121.66,0
128.75,withdrawal,568,1,12,10.0,15.62,0,164.09,0
986.83,transfer,960,1,21,13.55,43.5,0,164.82,0
424.3,payment,2184,2,4,26.62,95.79,0,143.08,0
678.85,transfer,862,1,13,17.55,35.0,0,321.27,0
377.22,payment,397,2,11,63.15,49.19,0,223.41,0
274.01,payment,597,0,18,37.37,27.32,0,176.46,0
1033.28,transfer,1015,2,3,53.88,35.87,0,512.17,0
738.8,payment,651,1,4,11.48,15.38,0,77.69,0
3719.99,payment,488,0,5,21.03,66.4,1,383.42,1
1360.29,withdrawal,876,2,22,26.01,21.7,0,241.06,0
266.32,payment,596,0,21,38.73,26.65,0,174.96,0
556.7,deposit,1042,0,0,29.51,73.93,0,185.21,0
375.63,purchase,1056,0,10,22.65,42.37,0,212.94,0
406.61,withdrawal,1206,1,13,23.81,76.64,0,165.89,0
208.54,deposit,1302,0,21,11.5,20.39,0,356.2,0
274.15,purchase,634,1,11,27.02,44.57,1,204.61,1
968.59,payment,1409,0,18,57.14,58.99,0,333.25,0
633.2,purchase,791,1,19,64.98,40.92,0,186.63,0
243.72,payment,343,0,12,27.06,29.47,0,270.62,0
384.6,withdrawal,1335,1,17,11.56,24.82,0,270.57,0
1139.43,transfer,1725,1,1,28.13,32.49,0,249.99,0
1008.84,payment,852,1,7,16.3,44.62,0,437.25,0
540.07,payment,1445,0,20,19.58,12.5,0,457.1,0
759.18,deposit,882,0,3,49.13,15.28,0,347.73,0
574.6,payment,710,1,12,53.5,57.72,1,397.78,0
874.21,payment,889,1,19,31.75,52.02,0,339.2,0
277.76,payment,933,0,12,23.23,45.25,0,197.74,0
1175.1,transfer,1017,2,23,9.78,15.43,1,232.01,0
136.31,purchase,810,2,20,43.5,83.96,0,85.47,0
863.94,purchase,1309,1,2,27.58,15.42,0,153.04,0
318.61,transfer,1177,0,12,10.32,55.13,0,122.08,0
831.03,payment,567,2,17,14.49,36.34,1,174.2,0
271.44,payment,736,0,17,43.3,58.93,0,280.46,0
518.77,transfer,1277,1,12,17.62,76.6,0,194.31,0
470.73,purchase,873,0,9,26.38,38.71,0,363.93,0
1031.75,purchase,653,1,7,20.81,75.77,0,155.99,0
799.03,transfer,859,0,8,33.82,55.6,0,326.22,0
520.86,withdrawal,441,0,0,24.28,23.06,1,149.26,0
1065.11,transfer,1617,2,20,5.02,38.32,0,423.24,0
388.68,withdrawal,948,0,17,24.37,46.22,0,155.83,0
1791.85,transfer,704,0,6,37.6,60.2,0,304.66,0
460.67,withdrawal,430,0,3,45.27,69.36,0,176.61,0
2580.41,transfer,1976,0,12,66.13,35.89,0,488.28,0
577.43,deposit,410,1,20,33.75,33.6,0,479.02,0
2072.3,transfer,1122,2,23,23.88,58.54,0,299.98,1
1684.68,payment,812,0,6,33.54,24.76,1,297.29,0
522.76,payment,859,1,10,38.0,43.52,0,351.8,0
311.74,transfer,906,0,14,11.18,36.24,0,323.73,0
1046.6,transfer,719,2,14,40.53,53.39,0,373.18,0
227.8,withdrawal,937,0,6,6.33,76.69,0,154.1,0
214.95,purchase,1001,1,19,73.73,38.18,0,250.02,0
321.07,payment,1239,1,16,5.75,84.06,0,182.93,0
454.05,withdrawal,1179,2,19,10.1,20.53,0,475.67,0
495.51,purchase,572,2,2,46.01,26.59,0,132.14,1
1096.67,transfer,627,0,16,16.17,25.01,0,513.77,0
682.49,transfer,1411,0,8,4.49,8.66,1,252.09,0
345.86,payment,762,0,18,53.91,29.62,0,375.79,0
211.1,transfer,1092,0,12,37.4,39.32,0,193.51,0
206.79,purchase,1545,1,12,49.92,32.96,0,126.56,0
1289.79,purchase,962,0,14,5.95,60.65,0,467.08,0
1850.0,withdrawal,560,2,5,31.66,28.99,0,312.23,1
102.39,payment,565,1,13,17.09,54.68,0,138.21,0
386.71,withdrawal,810,1,21,65.58,32.8,0,236.8,0
806.03,purchase,811,0,1,31.06,76.01,0,228.5,0
1576.46,transfer,518,1,4,17.48,67.21,1,307.3,0
287.33,purchase,611,0,0,49.76,30.45,0,153.76,0
108.38,payment,1186,0,11,5.17,39.39,0,136.65,0
1874.6,payment,1423,0,5,33.66,70.21,0,265.69,0
253.56,payment,773,1,14,19.68,43.39,0,158.21,0
3436.85,payment,166,0,0,15.09,50.68,0,473.75,1
2495.87,purchase,1142,1,2,47.17,45.26,1,359.51,0
4588.18,transfer,377,0,5,16.59,34.07,1,354.73,1
51.92,payment,455,0,15,24.96,15.32,0,84.42,0
2172.88,transfer,850,1,1,55.66,17.44,0,197.25,0
770.05,transfer,1581,1,12,38.5,75.11,1,216.76,0
191.72,payment,1266,0,12,25.79,30.82,0,145.98,0
1002.96,payment,1207,2,7,82.04,46.2,0,324.27,0
1585.63,withdrawal,854,1,2,38.8,77.99,0,304.62,1
676.51,payment,496,0,17,12.97,58.84,0,348.23,0
337.03,purchase,1476,1,9,29.0,43.12,0,394.19,0
1680.05,payment,504,0,14,42.43,37.83,0,385.16,1
